day,product_title,variant_title,total_sales,net_quantity
2017-01-11,Croissant,,125.000,5
2017-01-11,Landbrød,,200.000,5
2017-01-11,Brownie,,165.000,6
2017-01-11,Almond Croissant,,112.000,4
2017-01-12,French Toast,,80.000,2
2017-01-12,Croissant,,200.000,9
2017-01-12,Brownie,,180.000,6
2017-01-12,Landbrød,,280.000,7
2017-01-12,Half Landbrød,,50.000,2
2017-01-12,Almond Croissant,,224.000,8
2017-01-12,Hindærsnitte,,275.000,11
2017-01-12,Chocolate Croissant,,140.000,5
2017-01-12,Other brød,,90.000,2
2017-01-12,Lemon Drizzle Cake,,150.000,5
2017-01-13,Chocolate Croissant,,224.000,8
2017-01-13,Croissant,,295.000,12
2017-01-13,Lemon Drizzle Cake,,330.000,11
2017-01-13,Hindbærsnitte,,180.000,9
2017-01-13,Half Landbrød,,25.000,1
2017-01-13,Hindærsnitte,,75.000,3
2017-01-13,Almond Croissant,,282.000,10
2017-01-13,Other brød,,45.000,1
2017-01-13,Brownie,,210.000,7
2017-01-13,French Toast,,40.000,1
2017-01-13,Landbrød,,840.000,21
2017-01-14,Croissant,,325.000,13
2017-01-14,Landbrød,,440.000,11
2017-01-14,Half Landbrød,,50.000,2
2017-01-14,Chocolate Croissant,,308.000,11
2017-01-14,Brownie,,720.000,24
2017-01-14,French Toast,,160.000,4
2017-01-14,Almond Croissant,,150.000,5
2017-01-14,Other brød,,45.000,1
2017-01-14,Lemon Drizzle Cake,,360.000,12
2017-01-14,Hindbærsnitte,,380.000,19
2017-01-15,Other brød,,180.000,4
2017-01-15,Landbrød,,600.000,15
2017-01-15,Half Landbrød,,25.000,1
2017-01-15,Brownie,,390.000,13
2017-01-15,Hindbærsnitte,,180.000,9
2017-01-15,French Toast,,40.000,1
2017-01-15,Almond Croissant,,240.000,8
2017-01-15,Chocolate Croissant,,140.000,5
2017-01-15,Croissant,,125.000,5
2017-01-15,Lemon Drizzle Cake,,240.000,8
2017-01-16,Chocolate Croissant,,189.000,7
2017-01-16,Hindbærsnitte,,160.000,8
2017-01-16,French Toast,,40.000,1
2017-01-16,Croissant,,175.000,7
2017-01-16,Half Landbrød,,25.000,1
2017-01-16,Brownie,,240.000,8
2017-01-16,Lemon Drizzle Cake,,150.000,5
2017-01-16,Landbrød,,200.000,5
2017-01-16,Other brød,,135.000,3
2017-01-16,Almond Croissant,,172.500,6
2017-01-17,Hindbærsnitte,,40.000,2
2017-01-17,Almond Croissant,,330.000,11
2017-01-17,Lemon Drizzle Cake,,84.000,3
2017-01-17,Brownie,,90.000,3
2017-01-17,French Toast,,160.000,4
2017-01-17,Chocolate Croissant,,252.000,9
2017-01-17,Landbrød,,200.000,5
2017-01-17,Half Landbrød,,25.000,1
2017-01-18,Brownie,,270.000,9
2017-01-18,Hindbærsnitte,,160.000,8
2017-01-18,Almond Croissant,,300.000,10
2017-01-18,Landbrød,,360.000,9
2017-01-18,Chocolate Croissant,,140.000,5
2017-01-18,Lemon Drizzle Cake,,240.000,8
2017-01-18,French Toast,,40.000,1
2017-01-18,Croissant,,250.000,10
2017-01-19,Landbrød,,200.000,5
2017-01-19,French Toast,,80.000,2
2017-01-19,Other brød,,45.000,1
2017-01-19,Chocolate Croissant,,112.000,4
2017-01-19,Hindbærsnitte,,175.000,9
2017-01-19,Almond Croissant,,172.500,6
2017-01-19,Brownie,,270.000,9
2017-01-19,Lemon Drizzle Cake,,180.000,6
2017-01-19,Half Landbrød,,25.000,1
2017-01-20,Brownie,,600.000,20
2017-01-20,Lemon Drizzle Cake,,300.000,10
2017-01-20,Almond Croissant,,352.500,12
2017-01-20,Landbrød,,600.000,15
2017-01-20,Other brød,,45.000,1
2017-01-20,Hindbærsnitte,,260.000,13
2017-01-20,Chocolate Croissant,,441.000,16
2017-01-21,Brownie,,480.000,16
2017-01-21,Landbrød,,800.000,20
2017-01-21,French Toast,,120.000,3
2017-01-21,Other brød,,180.000,4
2017-01-21,Lemon Drizzle Cake,,360.000,12
2017-01-21,Chocolate Croissant,,196.000,7
2017-01-21,Half Landbrød,,50.000,2
2017-01-21,Croissant,,275.000,11
2017-01-21,Almond Croissant,,480.000,16
2017-01-21,Kanelsnegl,,550.000,22
2017-01-21,Hindbærsnitte,,460.000,23
2017-01-22,Almond Croissant,,180.000,6
2017-01-22,Other brød,,45.000,1
2017-01-22,French Toast,,40.000,1
2017-01-22,Kanelsnegl,,200.000,8
2017-01-22,Chocolate Croissant,,224.000,8
2017-01-22,Lemon Drizzle Cake,,240.000,8
2017-01-22,Hindbærsnitte,,115.000,6
2017-01-22,Landbrød,,360.000,9
2017-01-22,Brownie,,210.000,7
2017-01-22,Croissant,,300.000,12
2017-01-23,Half Landbrød,,75.000,3
2017-01-23,Almond Croissant,,142.500,5
2017-01-23,Landbrød,,300.000,8
2017-01-23,Lemon Drizzle Cake,,180.000,6
2017-01-23,Other brød,,45.000,1
2017-01-23,Hindbærsnitte,,235.000,12
2017-01-23,Brownie,,180.000,6
2017-01-23,Croissant,,75.000,3
2017-01-23,Chocolate Croissant,,84.000,3
2017-01-24,Landbrød,,520.000,13
2017-01-24,Brownie,,420.000,14
2017-01-24,Chocolate Croissant,,84.000,3
2017-01-24,Hindbærsnitte,,120.000,6
2017-01-24,Croissant,,100.000,4
2017-01-24,French Toast,,40.000,1
2017-01-24,Lemon Drizzle Cake,,180.000,6
2017-01-24,Other brød,,180.000,4
2017-01-24,Almond Croissant,,112.500,4
2017-01-25,Hindbærsnitte,,380.000,19
2017-01-25,Brownie,,60.000,2
2017-01-25,Lemon Drizzle Cake,,90.000,3
2017-01-25,Other brød,,45.000,1
2017-01-25,Almond Croissant,,210.000,7
2017-01-25,French Toast,,200.000,5
2017-01-25,Landbrød,,160.000,4
2017-01-25,Chocolate Croissant,,224.000,8
2017-01-25,Croissant,,117.000,5
2017-01-26,French Toast,,40.000,1
2017-01-26,Landbrød,,960.000,24
2017-01-26,Hindbærsnitte,,235.000,12
2017-01-26,Croissant,,150.000,6
2017-01-26,Brownie,,210.000,7
2017-01-26,Chocolate Croissant,,215.600,8
2017-01-26,Other brød,,45.000,1
2017-01-26,Almond Croissant,,240.000,8
2017-01-26,Lemon Drizzle Cake,,180.000,6
2017-01-27,Kanelsnegl,,275.000,11
2017-01-27,Chocolate Croissant,,56.000,2
2017-01-27,Brownie,,300.000,10
2017-01-27,Landbrød,,600.000,15
2017-01-27,Half Landbrød,,25.000,1
2017-01-27,French Toast,,120.000,3
2017-01-27,Almond Croissant,,390.000,13
2017-01-27,Lemon Drizzle Cake,,360.000,12
2017-01-27,Other brød,,180.000,4
2017-01-27,Croissant,,337.500,14
2017-01-27,Hindbærsnitte,,295.000,15
2017-01-28,Half Landbrød,,25.000,1
2017-01-28,Hindbærsnitte,,400.000,20
2017-01-28,Other brød,,135.000,3
2017-01-28,Landbrød,,400.000,10
2017-01-28,Almond Croissant,,330.000,11
2017-01-28,Brownie,,450.000,15
2017-01-28,French Toast,,80.000,2
2017-01-28,Kanelsnegl,,475.000,19
2017-01-28,Chocolate Croissant,,308.000,11
2017-01-28,Lemon Drizzle Cake,,360.000,12
2017-01-28,Croissant,,275.000,11
2017-01-29,Half Landbrød,,18.750,1
2017-01-29,Kanelsnegl,,175.000,7
2017-01-29,Brownie,,180.000,6
2017-01-29,Landbrød,,80.000,2
2017-01-29,Hindbærsnitte,,140.000,7
2017-01-29,Almond Croissant,,75.000,3
2017-01-29,Croissant,,68.750,3
2017-01-29,Chocolate Croissant,,56.000,2
2017-01-29,Other brød,,135.000,3
2017-01-29,Lemon Drizzle Cake,,150.000,5
2017-01-29,French Toast,,120.000,3
2017-01-30,Chocolate Croissant,,224.000,8
2017-01-30,Almond Croissant,,150.000,5
2017-01-30,Other brød,,90.000,2
2017-01-30,Brownie,,60.000,2
2017-01-30,Hindbærsnitte,,140.000,7
2017-01-30,Croissant,,175.000,7
2017-01-30,Lemon Drizzle Cake,,120.000,4
2017-01-30,French Toast,,80.000,2
2017-01-30,Landbrød,,800.000,20
2017-01-31,French Toast,,40.000,1
2017-01-31,Landbrød,,320.000,8
2017-01-31,Other brød,,90.000,2
2017-01-31,Brownie,,210.000,7
2017-01-31,Chocolate Croissant,,224.000,8
2017-01-31,Almond Croissant,,240.000,8
2017-01-31,Croissant,,168.750,7
2017-01-31,Hindbærsnitte,,280.000,14
2017-02-01,Almond Croissant,,120.000,4
2017-02-01,Hindbærsnitte,,240.000,12
2017-02-01,Landbrød,,110.000,3
2017-02-01,Brownie,,390.000,13
2017-02-01,French Toast,,120.000,3
2017-02-01,Croissant,,225.000,9
2017-02-01,Half Landbrød,,50.000,2
2017-02-01,Other brød,,45.000,1
2017-02-01,Chocolate Croissant,,168.000,6
2017-02-02,Half Landbrød,,25.000,1
2017-02-02,French Toast,,80.000,2
2017-02-02,Almond Croissant,,382.500,13
2017-02-02,Hindbærsnitte,,120.000,6
2017-02-02,Landbrød,,280.000,7
2017-02-02,Croissant,,175.000,7
2017-02-02,Other brød,,45.000,1
2017-02-02,Chocolate Croissant,,140.000,5
2017-02-02,Brownie,,180.000,6
2017-02-03,Croissant,,150.000,6
2017-02-03,Almond Croissant,,232.500,8
2017-02-03,Landbrød,,480.000,12
2017-02-03,Brownie,,300.000,10
2017-02-03,Chocolate Croissant,,168.000,6
2017-02-03,Hindbærsnitte,,260.000,13
2017-02-03,French Toast,,40.000,1
2017-02-03,Half Landbrød,,25.000,1
2017-02-04,Chocolate Croissant,,364.000,13
2017-02-04,Hindbærsnitte,,290.000,15
2017-02-04,Landbrød,,320.000,8
2017-02-04,Croissant,,325.000,13
2017-02-04,Lemon Drizzle Cake,,60.000,2
2017-02-04,Kanelsnegl,,300.000,12
2017-02-04,Almond Croissant,,300.000,10
2017-02-04,Half Landbrød,,20.000,1
2017-02-04,French Toast,,40.000,1
2017-02-04,Other brød,,90.000,2
2017-02-04,Brownie,,180.000,6
2017-02-05,Almond Croissant,,300.000,10
2017-02-05,Chocolate Croissant,,77.000,3
2017-02-05,French Toast,,120.000,3
2017-02-05,Brownie,,120.000,4
2017-02-05,Hindbærsnitte,,200.000,10
2017-02-05,Landbrød,,340.000,9
2017-02-05,Croissant,,150.000,6
2017-02-06,Almond Croissant,,270.000,9
2017-02-06,Landbrød,,480.000,12
2017-02-06,French Toast,,40.000,1
2017-02-06,Other brød,,45.000,1
2017-02-06,Croissant,,150.000,6
2017-02-06,Chocolate Croissant,,84.000,3
2017-02-06,Hindbærsnitte,,260.000,13
2017-02-06,Brownie,,150.000,5
2017-02-07,Hindbærsnitte,,240.000,12
2017-02-07,French Toast,,80.000,2
2017-02-07,Brownie,,270.000,9
2017-02-07,Other brød,,45.000,1
2017-02-07,Chocolate Croissant,,216.000,8
2017-02-07,Almond Croissant,,322.500,11
2017-02-07,Landbrød,,400.000,10
2017-02-07,Half Landbrød,,25.000,1
2017-02-07,Croissant,,100.000,4
2017-02-08,Brownie,,300.000,10
2017-02-08,Chocolate Croissant,,161.000,6
2017-02-08,Other brød,,90.000,2
2017-02-08,Landbrød,,200.000,5
2017-02-08,French Toast,,80.000,2
2017-02-08,Hindbærsnitte,,280.000,14
2017-02-08,Croissant,,100.000,4
2017-02-08,Almond Croissant,,180.000,6
2017-02-09,Hindbærsnitte,,220.000,11
2017-02-09,Chocolate Croissant,,308.000,11
2017-02-09,Other brød,,45.000,1
2017-02-09,French Toast,,160.000,4
2017-02-09,Croissant,,150.000,6
2017-02-09,Landbrød,,240.000,6
2017-02-09,Almond Croissant,,270.000,9
2017-02-09,Lemon Drizzle Cake,,180.000,6
2017-02-09,Brownie,,300.000,10
2017-02-10,Lemon Drizzle Cake,,180.000,6
2017-02-10,Almond Croissant,,300.000,10
2017-02-10,Brownie,,450.000,15
2017-02-10,Chocolate Croissant,,224.000,8
2017-02-10,Croissant,,125.000,5
2017-02-10,Hindbærsnitte,,320.000,16
2017-02-10,French Toast,,120.000,3
2017-02-10,Landbrød,,560.000,14
2017-02-11,Croissant,,300.000,12
2017-02-11,French Toast,,200.000,5
2017-02-11,Lemon Drizzle Cake,,300.000,10
2017-02-11,Landbrød,,380.000,10
2017-02-11,Brownie,,570.000,19
2017-02-11,Almond Croissant,,210.000,7
2017-02-11,Other brød,,90.000,2
2017-02-11,Chocolate Croissant,,357.000,13
2017-02-11,Hindbærsnitte,,320.000,16
2017-02-12,Brownie,,180.000,6
2017-02-12,Lemon Drizzle Cake,,120.000,4
2017-02-12,Almond Croissant,,300.000,10
2017-02-12,Croissant,,175.000,7
2017-02-12,French Toast,,120.000,3
2017-02-12,Hindbærsnitte,,340.000,17
2017-02-12,Chocolate Croissant,,224.000,8
2017-02-12,Landbrød,,480.000,12
2017-02-13,Half Landbrød,,50.000,2
2017-02-13,Landbrød,,800.000,20
2017-02-13,Croissant,,243.750,10
2017-02-13,Lemon Drizzle Cake,,180.000,6
2017-02-13,Hindbærsnitte,,195.000,10
2017-02-13,French Toast,,120.000,3
2017-02-13,Brownie,,120.000,4
2017-02-13,Chocolate Croissant,,224.000,8
2017-02-13,Almond Croissant,,321.000,11
2017-02-14,Chocolate Croissant,,280.000,10
2017-02-14,Landbrød,,480.000,12
2017-02-14,French Toast,,160.000,4
2017-02-14,Croissant,,550.000,22
2017-02-14,Other brød,,45.000,1
2017-02-14,Lemon Drizzle Cake,,210.000,7
2017-02-14,Brownie,,540.000,18
2017-02-14,Almond Croissant,,180.000,6
2017-02-14,Hindbærsnitte,,315.000,16
2017-02-15,Lemon Drizzle Cake,,150.000,5
2017-02-15,Landbrød,,710.000,18
2017-02-15,Chocolate Croissant,,224.000,8
2017-02-15,Half Landbrød,,25.000,1
2017-02-15,Hindbærsnitte,,355.000,18
2017-02-15,Croissant,,325.000,13
2017-02-15,Almond Croissant,,90.000,3
2017-02-15,French Toast,,280.000,7
2017-02-15,Other brød,,45.000,1
2017-02-16,Brownie,,480.000,16
2017-02-16,French Toast,,200.000,5
2017-02-16,Almond Croissant,,231.000,8
2017-02-16,Lemon Drizzle Cake,,240.000,8
2017-02-16,Other brød,,90.000,2
2017-02-16,Landbrød,,320.000,8
2017-02-16,Chocolate Croissant,,252.000,9
2017-02-16,Croissant,,250.000,10
2017-02-16,Hindbærsnitte,,280.000,14
2017-02-17,French Toast,,80.000,2
2017-02-17,Chocolate Croissant,,441.000,16
2017-02-17,Croissant,,268.750,11
2017-02-17,Landbrød,,840.000,21
2017-02-17,Hindbærsnitte,,375.000,19
2017-02-17,Half Landbrød,,50.000,2
2017-02-17,Other brød,,180.000,4
2017-02-17,Almond Croissant,,150.000,5
2017-02-17,Brownie,,390.000,13
2017-02-17,Lemon Drizzle Cake,,180.000,6
2017-02-18,Croissant,,550.000,22
2017-02-18,Lemon Drizzle Cake,,240.000,8
2017-02-18,Chocolate Croissant,,308.000,11
2017-02-18,Landbrød,,720.000,18
2017-02-18,Almond Croissant,,450.000,15
2017-02-18,Hindbærsnitte,,380.000,19
2017-02-18,French Toast,,120.000,3
2017-02-18,Brownie,,660.000,22
2017-02-18,Half Landbrød,,25.000,1
2017-02-18,Other brød,,180.000,4
2017-02-19,Chocolate Croissant,,140.000,5
2017-02-19,Half Landbrød,,43.750,2
2017-02-19,Hindbærsnitte,,360.000,18
2017-02-19,Landbrød,,320.000,8
2017-02-19,Croissant,,431.250,18
2017-02-19,Almond Croissant,,90.000,3
2017-02-19,French Toast,,200.000,5
2017-02-19,Lemon Drizzle Cake,,240.000,8
2017-02-19,Brownie,,240.000,8
2017-02-20,Almond Croissant,,150.000,5
2017-02-20,Hindbærsnitte,,160.000,8
2017-02-20,Other brød,,90.000,2
2017-02-20,Chocolate Croissant,,189.000,7
2017-02-20,Landbrød,,360.000,9
2017-02-20,Brownie,,240.000,8
2017-02-20,French Toast,,120.000,3
2017-02-20,Lemon Drizzle Cake,,30.000,1
2017-02-20,Croissant,,68.750,3
2017-02-20,Half Landbrød,,50.000,2
2017-02-21,Landbrød,,280.000,7
2017-02-21,Almond Croissant,,170.000,6
2017-02-21,Croissant,,243.750,10
2017-02-21,Brownie,,150.000,5
2017-02-21,Other brød,,90.000,2
2017-02-21,Hindbærsnitte,,175.000,9
2017-02-21,French Toast,,80.000,2
2017-02-21,Lemon Drizzle Cake,,150.000,5
2017-02-21,Chocolate Croissant,,196.000,7
2017-02-22,Landbrød,,424.000,12
2017-02-22,Brownie,,60.000,2
2017-02-22,Almond Croissant,,180.000,6
2017-02-22,Hindbærsnitte,,240.000,12
2017-02-22,Chocolate Croissant,,224.000,8
2017-02-22,Half Landbrød,,25.000,1
2017-02-22,Croissant,,350.000,14
2017-02-22,French Toast,,120.000,3
2017-02-22,Lemon Drizzle Cake,,150.000,5
2017-02-23,Almond Croissant,,120.000,4
2017-02-23,Brownie,,150.000,5
2017-02-23,Landbrød,,320.000,8
2017-02-23,French Toast,,120.000,3
2017-02-23,Hindbærsnitte,,140.000,7
2017-02-23,Chocolate Croissant,,161.000,6
2017-02-23,Croissant,,193.750,8
2017-02-23,Other brød,,45.000,1
2017-02-24,Almond Croissant,,292.500,10
2017-02-24,French Toast,,160.000,4
2017-02-24,Landbrød,,720.000,18
2017-02-24,Croissant,,425.000,17
2017-02-24,Other brød,,168.750,4
2017-02-24,Hindbærsnitte,,300.000,15
2017-02-24,Chocolate Croissant,,245.000,9
2017-02-24,Lemon Drizzle Cake,,180.000,6
2017-02-24,Brownie,,270.000,9
2017-02-24,Half Landbrød,,50.000,2
2017-02-25,Lemon Drizzle Cake,,150.000,5
2017-02-25,Croissant,,425.000,17
2017-02-25,Almond Croissant,,270.000,9
2017-02-25,Landbrød,,640.000,16
2017-02-25,Hindbærsnitte,,380.000,19
2017-02-25,Half Landbrød,,50.000,2
2017-02-25,Brownie,,420.000,14
2017-02-25,French Toast,,160.000,4
2017-02-25,Chocolate Croissant,,504.000,18
2017-02-26,Chocolate Croissant,,224.000,8
2017-02-26,Brownie,,180.000,6
2017-02-26,Almond Croissant,,150.000,5
2017-02-26,Hindbærsnitte,,200.000,10
2017-02-26,Croissant,,200.000,8
2017-02-26,French Toast,,40.000,1
2017-02-26,Chocolate Tart,,76.000,2
2017-02-26,Landbrød,,240.000,6
2017-02-26,Half Landbrød,,68.750,3
2017-02-27,Almond Croissant,,150.000,5
2017-02-27,Chocolate Croissant,,168.000,6
2017-02-27,Croissant,,225.000,9
2017-02-27,Brownie,,360.000,12
2017-02-27,Lemon Drizzle Cake,,90.000,3
2017-02-27,Landbrød,,640.000,16
2017-02-27,Other brød,,90.000,2
2017-02-27,French Toast,,40.000,1
2017-02-27,Hindbærsnitte,,140.000,7
2017-02-28,Lemon Drizzle Cake,,120.000,4
2017-02-28,French Toast,,160.000,4
2017-02-28,Brownie,,330.000,11
2017-02-28,Croissant,,243.750,10
2017-02-28,Almond Croissant,,270.000,9
2017-02-28,Landbrød,,760.000,19
2017-02-28,Other brød,,90.000,2
2017-02-28,Half Landbrød,,75.000,3
2017-02-28,Chocolate Croissant,,252.000,9
2017-02-28,Hindbærsnitte,,200.000,10
2017-03-01,Hindbærsnitte,,140.000,7
2017-03-01,Half Landbrød,,50.000,2
2017-03-01,Chocolate Croissant,,244.050,9
2017-03-01,Landbrød,,400.000,10
2017-03-01,Lemon Drizzle Cake,,150.000,5
2017-03-01,Almond Croissant,,150.000,5
2017-03-01,Other brød,,45.000,1
2017-03-01,Croissant,,250.000,10
2017-03-01,French Toast,,40.000,1
2017-03-01,Brownie,,282.950,10
2017-03-02,French Toast,,80.000,2
2017-03-02,Lemon Drizzle Cake,,120.000,4
2017-03-02,Almond Croissant,,270.000,9
2017-03-02,Other brød,,90.000,2
2017-03-02,Hindbærsnitte,,260.000,13
2017-03-02,Landbrød,,600.000,15
2017-03-02,Brownie,,232.500,8
2017-03-02,Half Landbrød,,50.000,2
2017-03-02,Chocolate Croissant,,273.000,10
2017-03-02,Croissant,,200.000,8
2017-03-03,Croissant,,543.750,22
2017-03-03,Brownie,,390.000,13
2017-03-03,French Toast,,120.000,3
2017-03-03,Other brød,,135.000,3
2017-03-03,Landbrød,,1140.000,29
2017-03-03,Hindbærsnitte,,280.000,14
2017-03-03,Half Landbrød,,50.000,2
2017-03-03,Chocolate Croissant,,420.000,15
2017-03-03,Lemon Drizzle Cake,,150.000,5
2017-03-03,Almond Croissant,,420.000,14
2017-03-04,Almond Croissant,,180.000,6
2017-03-04,French Toast,,160.000,4
2017-03-04,Half Landbrød,,75.000,3
2017-03-04,Other brød,,168.750,4
2017-03-04,Lemon Drizzle Cake,,270.000,9
2017-03-04,Landbrød,,1350.000,34
2017-03-04,Chocolate Croissant,,609.000,22
2017-03-04,Croissant,,443.750,18
2017-03-04,Brownie,,930.000,31
2017-03-04,Hindbærsnitte,,400.000,20
2017-03-05,Lemon Drizzle Cake,,180.000,6
2017-03-05,Chocolate Croissant,,364.000,13
2017-03-05,Almond Croissant,,142.500,5
2017-03-05,French Toast,,160.000,4
2017-03-05,Croissant,,143.750,6
2017-03-05,Landbrød,,520.000,13
2017-03-05,Hindbærsnitte,,80.000,4
2017-03-05,Half Landbrød,,25.000,1
2017-03-05,Brownie,,150.000,5
2017-03-06,Croissant,,250.000,10
2017-03-06,Brownie,,60.000,2
2017-03-06,Almond Croissant,,285.000,10
2017-03-06,Lemon Drizzle Cake,,90.000,3
2017-03-06,Other brød,,135.000,3
2017-03-06,Landbrød,,440.000,11
2017-03-06,French Toast,,120.000,3
2017-03-06,Chocolate Croissant,,343.000,13
2017-03-06,Hindbærsnitte,,160.000,8
2017-03-06,Half Landbrød,,25.000,1
2017-03-07,Half Landbrød,,25.000,1
2017-03-07,French Toast,,40.000,1
2017-03-07,Almond Croissant,,322.500,11
2017-03-07,Chocolate Croissant,,245.000,9
2017-03-07,Croissant,,193.750,8
2017-03-07,Other brød,,123.750,3
2017-03-07,Lemon Drizzle Cake,,165.000,6
2017-03-07,Brownie,,172.500,6
2017-03-07,Landbrød,,120.000,3
2017-03-07,Hindbærsnitte,,220.000,11
2017-03-08,Hindbærsnitte,,240.000,12
2017-03-08,Half Landbrød,,50.000,2
2017-03-08,Lemon Drizzle Cake,,150.000,5
2017-03-08,French Toast,,80.000,2
2017-03-08,Croissant,,250.000,10
2017-03-08,Almond Croissant,,120.000,4
2017-03-08,Landbrød,,320.000,8
2017-03-08,Other brød,,90.000,2
2017-03-08,Brownie,,210.000,7
2017-03-08,Chocolate Croissant,,308.000,11
2017-03-09,Brownie,,150.000,5
2017-03-09,Landbrød,,540.000,14
2017-03-09,Chocolate Croissant,,168.000,6
2017-03-09,Half Landbrød,,25.000,1
2017-03-09,Lemon Drizzle Cake,,120.000,4
2017-03-09,Hindbærsnitte,,280.000,14
2017-03-09,Almond Croissant,,210.000,7
2017-03-09,Croissant,,175.000,7
2017-03-10,Almond Croissant,,210.000,7
2017-03-10,French Toast,,80.000,2
2017-03-10,Half Landbrød,,50.000,2
2017-03-10,Other brød,,45.000,1
2017-03-10,Landbrød,,910.000,23
2017-03-10,Hindbærsnitte,,300.000,15
2017-03-10,Brownie,,292.500,10
2017-03-10,Chocolate Croissant,,315.000,12
2017-03-10,Croissant,,237.500,10
2017-03-10,Lemon Drizzle Cake,,382.500,13
2017-03-11,Hindbærsnitte,,220.000,11
2017-03-11,French Toast,,240.000,6
2017-03-11,Other brød,,180.000,4
2017-03-11,Almond Croissant,,315.000,11
2017-03-11,Chocolate Croissant,,364.000,13
2017-03-11,Croissant,,475.000,19
2017-03-11,Landbrød,,1150.000,29
2017-03-11,Brownie,,270.000,9
2017-03-11,Half Landbrød,,50.000,2
2017-03-11,Lemon Drizzle Cake,,270.000,9
2017-03-12,Almond Croissant,,300.000,10
2017-03-12,French Toast,,200.000,5
2017-03-12,Croissant,,400.000,16
2017-03-12,Hindbærsnitte,,340.000,17
2017-03-12,Landbrød,,760.000,19
2017-03-12,Half Landbrød,,25.000,1
2017-03-12,Chocolate Croissant,,364.000,13
2017-03-12,Lemon Drizzle Cake,,240.000,8
2017-03-12,Brownie,,420.000,14
2017-03-13,Croissant,,250.000,10
2017-03-13,Almond Croissant,,270.000,9
2017-03-13,Brownie,,30.000,1
2017-03-13,Hindbærsnitte,,180.000,9
2017-03-13,Half Landbrød,,100.000,4
2017-03-13,Lemon Drizzle Cake,,180.000,6
2017-03-13,Landbrød,,520.000,13
2017-03-13,Chocolate Croissant,,112.000,4
2017-03-13,Other brød,,213.750,5
2017-03-14,Hindbærsnitte,,275.000,14
2017-03-14,Chocolate Croissant,,49.000,2
2017-03-14,Croissant,,318.750,13
2017-03-14,Almond Croissant,,240.000,8
2017-03-14,Other brød,,45.000,1
2017-03-14,Landbrød,,920.000,23
2017-03-14,Brownie,,150.000,5
2017-03-14,French Toast,,80.000,2
2017-03-14,Half Landbrød,,118.750,5
2017-03-14,Lemon Drizzle Cake,,180.000,6
2017-03-15,Other brød,,180.000,4
2017-03-15,Lemon Drizzle Cake,,90.000,3
2017-03-15,Croissant,,218.750,9
2017-03-15,Almond Croissant,,210.000,7
2017-03-15,Brownie,,330.000,11
2017-03-15,French Toast,,80.000,2
2017-03-15,Hindbærsnitte,,160.000,8
2017-03-15,Landbrød,,750.000,19
2017-03-15,Half Landbrød,,100.000,4
2017-03-15,Chocolate Croissant,,574.000,21
2017-03-16,Brownie,,180.000,6
2017-03-16,Chocolate Croissant,,252.000,9
2017-03-16,French Toast,,80.000,2
2017-03-16,Croissant,,175.000,7
2017-03-16,Other brød,,90.000,2
2017-03-16,Landbrød,,980.000,25
2017-03-16,Hindbærsnitte,,215.000,11
2017-03-16,Lemon Drizzle Cake,,120.000,4
2017-03-16,Half Landbrød,,50.000,2
2017-03-16,Almond Croissant,,270.000,9
2017-03-17,Other brød,,90.000,2
2017-03-17,Landbrød,,756.000,19
2017-03-17,Hindbærsnitte,,380.000,19
2017-03-17,Croissant,,518.750,21
2017-03-17,Almond Croissant,,297.000,10
2017-03-17,French Toast,,150.000,4
2017-03-17,Half Landbrød,,25.000,1
2017-03-17,Chocolate Croissant,,196.000,7
2017-03-17,Lemon Drizzle Cake,,300.000,10
2017-03-17,Brownie,,300.000,10
2017-03-18,Half Landbrød,,100.000,4
2017-03-18,French Toast,,160.000,4
2017-03-18,Other brød,,90.000,2
2017-03-18,Lemon Drizzle Cake,,270.000,9
2017-03-18,Croissant,,525.000,21
2017-03-18,Hindbærsnitte,,360.000,18
2017-03-18,Landbrød,,960.000,24
2017-03-18,Chocolate Croissant,,616.000,22
2017-03-18,Brownie,,840.000,28
2017-03-18,Almond Croissant,,360.000,12
2017-03-19,Lemon Drizzle Cake,,210.000,7
2017-03-19,Hindbærsnitte,,260.000,13
2017-03-19,Other brød,,90.000,2
2017-03-19,Half Landbrød,,25.000,1
2017-03-19,French Toast,,200.000,5
2017-03-19,Almond Croissant,,240.000,8
2017-03-19,Landbrød,,480.000,12
2017-03-19,Croissant,,193.750,8
2017-03-19,Chocolate Croissant,,224.000,8
2017-03-19,Brownie,,210.000,7
2017-03-20,Hindbærsnitte,,300.000,15
2017-03-20,Croissant,,175.000,7
2017-03-20,Landbrød,,640.000,16
2017-03-20,Almond Croissant,,330.000,11
2017-03-20,Lemon Drizzle Cake,,180.000,6
2017-03-20,Half Landbrød,,25.000,1
2017-03-20,Brownie,,360.000,12
2017-03-20,Other brød,,180.000,4
2017-03-21,Brownie,,210.000,7
2017-03-21,Half Landbrød,,50.000,2
2017-03-21,Chocolate Croissant,,240.000,9
2017-03-21,Almond Croissant,,202.500,7
2017-03-21,Landbrød,,600.000,15
2017-03-21,Lemon Drizzle Cake,,142.500,5
2017-03-21,Other brød,,180.000,4
2017-03-21,French Toast,,80.000,2
2017-03-21,Croissant,,299.750,12
2017-03-21,Hindbærsnitte,,240.000,12
2017-03-22,Half Landbrød,,68.750,3
2017-03-22,Almond Croissant,,236.250,7
